row_id,cgid,label,description
755,14755,RO,Read Only
756,14756,RO,Read Only
757,14757,RN,RN
758,14758,RN,RN
759,14759,RN,RN
760,14760,Rehab,Rehabilitation
761,14761,Res,Resident/Fellow/PA/NP
762,14762,RN,
763,14763,RN,RN
764,14764,RD,Dietitian
765,14765,Res,Resident/Fellow/PA/NP
766,14766,Res,Resident/Fellow/PA/NP
767,14767,Res,Resident/Fellow/PA/NP
768,14768,RN,RN
769,14769,Res,Resident/Fellow/PA/NP
770,14770,MD,Resident/Fellow/PA/NP
771,14771,CoOPSt,
772,14772,RN,RN
773,14773,NEOB,
774,14774,RN,
775,14775,Res,Resident/Fellow/PA/NP
776,14776,PCT,PCT/NA
777,14777,MD,Attending
778,14778,Res,Resident/Fellow/PA/NP
779,14779,SW,Social Worker
780,14780,MedStu,
781,14781,MD,Attending
782,14782,Res,Resident/Fellow/PA/NP
783,14783,Rehab,Rehabilitation
784,14784,RN,RN
785,14785,Res,Resident/Fellow/PA/NP
786,14786,MD,
787,14787,RN,RN
788,14788,Res,Resident/Fellow/PA/NP
789,14789,Rehab,Rehabilitation
790,14790,Res,Resident/Fellow/PA/NP
791,14791,RO,Read Only
792,14792,PCT,PCT/NA
793,14793,RO,Read Only
794,14794,MD,Resident/Fellow/PA/NP
795,14795,RO,Read Only
796,14796,RO,Read Only
797,14797,MD,
798,14798,RPH,Pharmacist
799,14799,RA,Research Assistant
800,14800,MedStu,
801,14801,RN,RN
802,14802,RN,RN
803,14803,Rehab,Rehabilitation
804,14804,RN,RN
805,14805,Res,Resident/Fellow/PA/NP
806,14806,RO,Read Only
807,14807,MD,
808,14808,RO,Read Only
809,14809,RRT,
810,14810,RO,Read Only
811,14811,RN,RN
812,14812,Res,Resident/Fellow/PA/NP
813,14813,RO,Read Only
814,14814,RO,Read Only
815,14815,RRT,Read Only
816,14816,RNC,
817,14817,RN,Read Only
818,14818,RN,
819,14819,RPh,
820,14820,MS,
821,14821,PT,
822,14822,MD,
823,14823,MD,
824,14824,Rehab,Rehabilitation
825,14825,RO,Read Only
826,14826,MD,
827,14827,MD,
828,14828,RN,Read Only
829,14829,MDs,Read Only
830,14830,RO,Read Only
831,14831,Admin,Administrator
832,14832,RO,Read Only
833,14833,MD,Resident/Fellow/PA/NP
834,14834,RN,
835,14835,RO,Read Only
836,14836,RO,Read Only
837,14837,MD,
838,14838,MD,Resident/Fellow/PA/NP
839,14839,MDs,Resident/Fellow/PA/NP
840,14840,MedSt,
841,14841,RO,Read Only
842,14842,MS,Resident/Fellow/PA/NP
843,14843,MD,
844,14844,MDs,Resident/Fellow/PA/NP
845,14845,RO,Read Only
846,14846,Intern,Resident/Fellow/PA/NP
847,14847,MDs,
848,14848,MD,
849,14849,RO,Read Only
850,14850,StNurs,
851,14851,MD,
852,14852,RO,Read Only
853,14853,Res,Resident/Fellow/PA/NP
854,14854,MD,
855,14855,RN,
856,14856,RO,Read Only
857,14857,PCA,
858,14858,RO,Read Only
859,14859,RN,RN
860,14860,rn,
861,14861,MD,
862,14862,RRT,
863,14863,RN,
864,14864,MD,
865,14865,RN,
866,14866,MD,
867,14867,MDs,
868,14868,MD,
869,14869,Res,Resident/Fellow/PA/NP
870,14870,RT,Respiratory
871,14871,,
872,14872,RN,
873,14873,RO,Read Only
874,14874,RO,Read Only
875,14875,RO,Read Only
876,14876,Res,Resident/Fellow/PA/NP
877,14877,Res,Resident/Fellow/PA/NP
878,14878,Res,Resident/Fellow/PA/NP
879,14879,Res,Resident/Fellow/PA/NP
880,14880,RO,Read Only
881,14881,RT,Respiratory
882,14882,RO,Read Only
883,14883,Res,Resident/Fellow/PA/NP
884,14884,Res,Resident/Fellow/PA/NP
885,14885,UCO,UCO
886,14886,Res,Resident/Fellow/PA/NP
887,14887,MD,
888,14888,MD,
889,14889,CoWker,
890,14890,Res,Resident/Fellow/PA/NP
226,14001,RO,Read Only
227,14002,RO,Read Only
228,14003,,
229,14004,AR,
230,14005,MD,
231,14006,MD,
232,14007,MD,Read Only
233,14008,RO,Read Only
234,14009,MDs,
235,14010,MDs,Resident/Fellow/PA/NP
236,14011,RO,Read Only
237,14012,MedSt,
238,14013,RO,Read Only
239,14014,RO,Read Only
240,14015,RO,Read Only
241,14016,RO,Read Only
242,14017,MD,
243,14018,RO,Read Only
244,14019,Res,Resident/Fellow/PA/NP
245,14020,RN,
246,14021,Res,Resident/Fellow/PA/NP
247,14022,Res,Resident/Fellow/PA/NP
248,14023,RN,RN
249,14024,MD,Attending
250,14025,MD,
251,14026,MDs,
252,14027,Res,Resident/Fellow/PA/NP
253,14028,Res,Resident/Fellow/PA/NP
254,14029,MD,
255,14030,RO,Read Only
256,14031,RO,Read Only
257,14032,MD,Read Only
258,14033,RT,Respiratory
259,14034,Res,Resident/Fellow/PA/NP
260,14035,RO,Read Only
261,14036,RO,Read Only
262,14037,PHD,Attending
263,14038,Res,Resident/Fellow/PA/NP
264,14039,RO,Read Only
265,14040,MD,
266,14041,MD,
267,14042,RO,Read Only
268,14043,MD,
269,14044,RO,Read Only
270,14045,MD,Attending
271,14046,RO,Read Only
272,14047,RO,Read Only
273,14048,RO,Read Only
274,14049,MD,
275,14050,MD,
276,14051,MD,
277,14052,MD,
278,14053,RO,Read Only
279,14054,MD,Resident/Fellow/PA/NP
280,14055,MD,
281,14056,MDs,Resident/Fellow/PA/NP
282,14057,MD,
283,14058,Dr,Read Only
284,14059,RO,Read Only
285,14060,RO,Read Only
286,14061,MD,Read Only
287,14062,MD,
1,14063,Res,Resident/Fellow/PA/NP
2,14064,RO,Read Only
3,14065,MD,
4,14066,RO,Read Only
5,14067,MD,
6,14068,MD,
7,14069,Rehab,Rehabilitation
8,14070,RO,Read Only
9,14071,RO,Read Only
10,14072,MD,Read Only
11,14073,MedStu,
12,14074,RO,Read Only
13,14075,RO,Read Only
14,14076,RO,Read Only
15,14077,,
16,14078,RN,RN
17,14079,Res,Resident/Fellow/PA/NP
18,14080,MD,Attending
19,14081,SW,Social Worker
20,14082,RO,Read Only
21,14083,RT,Respiratory
22,14084,RN,RN
23,14085,Res,Resident/Fellow/PA/NP
24,14086,Res,Resident/Fellow/PA/NP
25,14087,Res,Resident/Fellow/PA/NP
26,14088,RO,Read Only
27,14089,Res,Resident/Fellow/PA/NP
28,14090,Res,Resident/Fellow/PA/NP
29,14091,MDs,Resident/Fellow/PA/NP
30,14092,MedSt,
31,14093,Res,Resident/Fellow/PA/NP
32,14094,RD,Dietitian
33,14095,RO,Read Only
34,14096,MD,
35,14097,MD,
36,14098,RN,
37,14099,MD,
38,14100,RO,Read Only
39,14101,RA,Read Only
40,14102,MD,
41,14103,MD,Resident/Fellow/PA/NP
42,14104,Res,Resident/Fellow/PA/NP
43,14105,Fell,Resident/Fellow/PA/NP
44,14106,MD,
45,14107,MD,
46,14108,MD,
47,14109,RO,Read Only
48,14110,MD,Attending
49,14111,Res,Resident/Fellow/PA/NP
50,14112,MD,
51,14113,MD,Attending
52,14114,PA,Resident/Fellow/PA/NP
53,14115,H,
54,14116,MD,Attending
55,14117,RO,Read Only
56,14118,MDs,
57,14119,RO,Read Only
58,14120,RO,Read Only
59,14121,St,
60,14122,RO,Read Only
61,14123,MDs,Resident/Fellow/PA/NP
62,14124,RO,Read Only
63,14125,RO,Read Only
64,14126,Res,Resident/Fellow/PA/NP
65,14127,Res,Resident/Fellow/PA/NP
66,14128,MD,Resident/Fellow/PA/NP
67,14129,RO,Read Only
68,14130,Res,Resident/Fellow/PA/NP
69,14131,RO,Read Only
70,14132,MD,
71,14133,RN,
72,14134,RO,Read Only
73,14135,MD,Resident/Fellow/PA/NP
74,14136,MD,Read Only
75,14137,IMD,IMD
76,14138,MS,
77,14139,UA,
78,14140,MD,
79,14141,RO,Read Only
80,14142,MDs,
81,14143,MD,Resident/Fellow/PA/NP
82,14144,MD,
83,14145,PA,
84,14146,MD,Read Only
85,14147,RO,Read Only
86,14148,RO,Read Only
87,14149,MD,
88,14150,MD,
89,14151,RN,RN
90,14152,MD,
91,14153,RO,Read Only
92,14154,MDs,Resident/Fellow/PA/NP
93,14155,RO,Read Only
94,14156,DI,Dietitian
95,14157,MD,
96,14158,RO,Read Only
97,14159,MD,Read Only
98,14160,RN,
99,14161,RO,Read Only
100,14162,CoOpSt,
101,14163,PCA,
102,14164,UCO,UCO
103,14165,RN,
104,14166,RN,
105,14167,RRT,
106,14168,MD,Resident/Fellow/PA/NP
107,14169,RRT,Respiratory
108,14170,MDs,
109,14171,MD,Resident/Fellow/PA/NP
110,14172,RO,Read Only
111,14173,Res,Resident/Fellow/PA/NP
112,14174,Res,Resident/Fellow/PA/NP
113,14175,MD,
114,14176,RO,Read Only
115,14177,MD,
116,14178,RO,Read Only
117,14179,MD,
118,14180,MDs,Resident/Fellow/PA/NP
119,14181,RO,Read Only
120,14182,RN,RN
121,14183,RPh,
122,14184,NP,Resident/Fellow/PA/NP
123,14185,MD,
124,14186,RN,
125,14187,RN,Read Only
126,14188,MS,
127,14189,RO,Read Only
128,14190,MD,
129,14191,RN,
130,14192,MD,Resident/Fellow/PA/NP
131,14193,RO,Read Only
132,14194,CM,Case Manager
133,14195,Rehab,Rehabilitation
134,14196,MD,
135,14197,SW,Social Worker
136,14198,Res,Resident/Fellow/PA/NP
137,14199,RO,Read Only
138,14200,MD,Read Only
139,14201,CRT,
140,14202,RT,Respiratory
141,14203,RO,Read Only
142,14204,RN,
143,14205,RN,
144,14206,RN,RN
145,14207,RO,Read Only
146,14208,RO,Read Only
147,14209,CoWkr,
148,14210,RO,Read Only
149,14211,RRT,Respiratory
150,14212,RN,RN
151,14213,RN,RN
152,14214,RN,RN
153,14215,SN,
154,14216,Res,Resident/Fellow/PA/NP
155,14217,Res,Resident/Fellow/PA/NP
156,14218,RO,Read Only
157,14219,MD,Read Only
158,14220,RO,Read Only
159,14221,MD,Attending
160,14222,RN,RN
161,14223,MedSt,
162,14224,MD,Attending
163,14225,Res,Resident/Fellow/PA/NP
164,14226,Res,Resident/Fellow/PA/NP
165,14227,RO,Read Only
166,14228,RN,RN
167,14229,RO,Read Only
168,14230,RO,Read Only
169,14231,RO,Read Only
170,14232,RO,Read Only
171,14233,RO,Read Only
172,14234,UA,UCO
173,14235,Medst,
174,14236,RRT,
175,14237,MD,Read Only
176,14238,MD,
177,14239,MD,
178,14240,MD,Resident/Fellow/PA/NP
179,14241,RN,
180,14242,MDs,Read Only
181,14243,RO,Read Only
182,14244,RO,Read Only
183,14245,MD,
184,14246,RN,
185,14247,RO,Read Only
186,14248,Rehab,Rehabilitation
187,14249,MD,
188,14250,RO,Read Only
189,14251,Res,Resident/Fellow/PA/NP
190,14252,MDs,Attending
191,14253,RO,Read Only
192,14254,MSIV,
193,14255,MD,
194,14256,MD,
195,14257,RO,Read Only
196,14258,RO,Read Only
197,14259,MDs,
198,14260,MD,
199,14261,SW,Social Worker
200,14262,STD,
201,14263,RO,Read Only
202,14264,RN,
203,14265,NP,RN
204,14266,RN,
205,14267,RO,Read Only
206,14268,MD,Read Only
207,14269,MDs,Resident/Fellow/PA/NP
208,14270,SNP,
209,14271,MD,Read Only
210,14272,MD,
211,14273,MD,
212,14274,RN,
213,14275,MD,
214,14276,MD,
215,14277,RN,
216,14278,MD,
217,14279,MD,
218,14280,MD,
219,14281,ajm,Resident/Fellow/PA/NP
220,14282,RN,
221,14283,OTR/L,
222,14284,RN,RN
223,14285,RO,Read Only
224,14286,PCT,
225,14287,MD,Resident/Fellow/PA/NP
357,14288,RO,Read Only
358,14289,RPh,
359,14290,DI,Dietitian
360,14291,MD,
361,14292,RO,Read Only
362,14293,LICSW,
363,14294,MD,
364,14295,RN,
365,14296,RN,
366,14297,MD,
367,14298,rn,
368,14299,PCT,
369,14300,LICSW,
370,14301,RO,Read Only
371,14302,RN,
372,14303,RO,Read Only
373,14304,RO,Read Only
374,14305,MD,Resident/Fellow/PA/NP
375,14306,Stu,
376,14307,Res,Resident/Fellow/PA/NP
377,14308,MedStu,Read Only
378,14309,MD,
379,14310,RO,Read Only
380,14311,MD,
381,14312,MD,
382,14313,UCO,
383,14314,Res,Resident/Fellow/PA/NP
384,14315,RD,Dietitian
385,14316,Rehab,Rehabilitation
386,14317,RN,RN
387,14318,MD,
388,14319,MedStu,
389,14320,RO,Read Only
390,14321,RO,Read Only
391,14322,RN,
392,14323,MD,Read Only
393,14324,CoWkr,
394,14325,RN,
395,14326,RO,Read Only
396,14327,MDs,Read Only
397,14328,RO,Read Only
398,14329,RRT,
399,14330,MS,Resident/Fellow/PA/NP
400,14331,MDs,Resident/Fellow/PA/NP
401,14332,RNs,RN
402,14333,MD,
403,14334,RT,Respiratory
404,14335,Rehab,Rehabilitation
405,14336,RO,Read Only
406,14337,MedStu,
407,14338,MDs,Read Only
408,14339,RPh,
409,14340,MD,
410,14341,MS,
411,14342,Medst,
412,14343,MD,
413,14344,RO,Read Only
414,14345,Rn,RN
415,14346,MD,
416,14347,MS,
417,14348,RO,Read Only
418,14349,RO,Read Only
419,14350,RO,Read Only
420,14351,MS,
421,14352,MD,
422,14353,DI,Dietitian
423,14354,MD,Resident/Fellow/PA/NP
424,14355,RO,Read Only
425,14356,MD,Resident/Fellow/PA/NP
426,14357,RN,RN
427,14358,MD,
428,14359,Res,Resident/Fellow/PA/NP
429,14360,MD,
430,14361,MD,
431,14362,MSIV,
432,14363,MD,
433,14364,RO,Read Only
434,14365,MD,Resident/Fellow/PA/NP
435,14366,SRT,
436,14367,RN,
437,14368,RO,Read Only
438,14369,RO,Read Only
439,14370,RO,Read Only
440,14371,SRT,Respiratory
441,14372,R.Ph,
442,14373,RO,Read Only
443,14374,MD,Resident/Fellow/PA/NP
444,14375,RN,
445,14376,RN,
446,14377,RN,
447,14378,RO,Read Only
448,14379,RN,RN
449,14380,RO,Read Only
450,14381,RRT,Respiratory
451,14382,PhStud,
452,14383,MD,
453,14384,MD,Resident/Fellow/PA/NP
454,14385,MD,
455,14386,MD,
456,14387,RN,RN
457,14388,Res,Resident/Fellow/PA/NP
458,14389,MD,
459,14390,NSV,
460,14391,RO,Read Only
461,14392,RO,Read Only
462,14393,MD,Attending
463,14394,RO,Read Only
464,14395,RO,Read Only
465,14396,RO,Read Only
